user,server,ilp_user,ilp_time,greedy_user,greedy_time,rl_user,rl_time
100.0,50.0,86.0,0.2161106660059886,85.0,0.04219618800561875,86.0,0.018408230011118576
100.0,50.0,90.0,0.21423973600030877,90.0,0.042548368001007475,90.0,0.018212072012829594
100.0,50.0,80.0,0.29214547300944105,80.0,0.037637767993146554,80.0,0.01810464999289252
100.0,50.0,79.0,0.2146441950026201,79.0,0.037279366006259806,79.0,0.018237174997921102
100.0,50.0,81.0,0.21296266000717878,79.0,0.039190302006318234,81.0,0.018239825003547594
100.0,50.0,86.0,0.21087071699730586,86.0,0.046330746001331136,86.0,0.01876243499282282
100.0,50.0,85.0,0.21593380499689374,85.0,0.04392442099924665,86.0,0.01829820199054666
100.0,50.0,83.0,0.21700633299769834,83.0,0.04065582300245296,83.0,0.018684052003663965
100.0,50.0,89.0,0.20641269200132228,89.0,0.04544803099997807,89.0,0.018187296998803504
100.0,50.0,73.0,0.21192849999351893,73.0,0.03969299799064174,73.0,0.018238603995996527
100.0,50.0,73.0,0.31631124300474767,73.0,0.03881596599239856,73.0,0.018106609000824392
100.0,50.0,79.0,0.21624531300039962,79.0,0.03938990300230216,79.0,0.018122217996278778
100.0,50.0,78.0,0.20790613700228278,78.0,0.037405658993520774,78.0,0.018122370005585253
100.0,50.0,83.0,0.2137851120060077,83.0,0.0395524560008198,83.0,0.01819467901077587
100.0,50.0,77.0,0.2094332770066103,77.0,0.036296992999268696,78.0,0.01827108400175348
100.0,50.0,81.0,0.2250214590021642,81.0,0.03940143399813678,81.0,0.018171645002439618
100.0,50.0,85.0,0.21198399800050538,85.0,0.03696036399924196,85.0,0.018276532005984336
100.0,50.0,77.0,0.21471520300838165,77.0,0.04534414000227116,77.0,0.018162145002861507
100.0,50.0,84.0,0.29995680699357763,84.0,0.039898884991998784,84.0,0.018123069006833248
100.0,50.0,89.0,0.21180697200179566,88.0,0.04201090999413282,90.0,0.018403827998554334
100.0,50.0,79.0,0.2256729819928296,78.0,0.04594891099259257,79.0,0.019953789000282995
100.0,50.0,82.0,0.20748295600060374,80.0,0.040265203002491035,82.0,0.018145673006074503
100.0,50.0,83.0,0.21436137599812355,83.0,0.04469010001048446,83.0,0.018227735010441393
100.0,50.0,84.0,0.2134468299918808,84.0,0.04046390199800953,84.0,0.018148584000300616
100.0,50.0,86.0,0.2081939140043687,86.0,0.039559031996759586,86.0,0.018118590989615768
100.0,50.0,75.0,0.23905999900307506,74.0,0.046441615995718166,76.0,0.01978842800599523
100.0,50.0,88.0,0.326585631002672,86.0,0.043287748005241156,88.0,0.019229586992878467
