user,server,ilp_user,ilp_time,greedy_user,greedy_time,rl_user,rl_time
500.0,20.0,137.0,7.8812426129989035,112.0,0.08749321899995266,266.0,0.17563785899983486
500.0,20.0,149.0,0.6791242999988754,124.0,0.1079785020010604,272.0,0.020777034000275307
500.0,20.0,134.0,0.8962868950002303,117.0,0.09027197300019907,224.0,0.01020441199943889
500.0,20.0,145.0,0.7863873030000832,119.0,0.07922739900095621,266.0,0.01035607800076832
500.0,20.0,131.0,0.7303524159997323,106.0,0.07698535599956813,236.0,0.011027935001038713
500.0,20.0,138.0,0.6848163520007802,119.0,0.08058302199970058,237.0,0.010199643000305514
500.0,20.0,138.0,0.7264333920011268,113.0,0.11056691599878832,259.0,0.010852770999917993
500.0,20.0,117.0,0.6587339839988999,101.0,0.09713468699919758,208.0,0.020458172000871855
500.0,20.0,150.0,0.5011830729999929,119.0,0.09077495600104157,313.0,0.010542537000219454
500.0,20.0,138.0,6.27662960699854,114.0,0.10530170200036082,236.0,0.013017110999498982
500.0,20.0,138.0,0.608585394000329,113.0,0.0987537520013575,262.0,0.012478637998356135
500.0,20.0,141.0,0.7514312290004455,120.0,0.08317542199984018,243.0,0.010982502000842942
500.0,20.0,149.0,0.9335932039994077,119.0,0.09289655399879848,280.0,0.011421512999731931
500.0,20.0,150.0,0.541558350001651,119.0,0.09360492100131523,304.0,0.012490095999964979
500.0,20.0,137.0,0.5634144279993052,118.0,0.08193251299962867,242.0,0.01095329100098752
500.0,20.0,139.0,2.337235058999795,120.0,0.09379880599954049,234.0,0.011212174000320374
500.0,20.0,145.0,0.5502174330013077,116.0,0.0853597120003542,277.0,0.011262955000347574
500.0,20.0,129.0,0.5446187739999004,105.0,0.0901585960000375,231.0,0.010927532999630785
500.0,20.0,135.0,0.7232609110014891,113.0,0.08836429199982376,254.0,0.011040977000448038
500.0,20.0,133.0,0.6158347340006003,112.0,0.0848269510006503,226.0,0.010418997999295243
500.0,20.0,130.0,1.0394905070006644,110.0,0.08935006100000464,229.0,0.011710814000252867
500.0,20.0,139.0,0.7723479239994049,112.0,0.0865979320005863,248.0,0.01103473699913593
500.0,20.0,140.0,0.8448822359987389,115.0,0.09143910300008429,254.0,0.011654541000098106
500.0,20.0,137.0,0.7921782430003077,113.0,0.0863945370001602,241.0,0.010986568000589614
500.0,20.0,139.0,1.1012857149999036,118.0,0.09043940900119196,260.0,0.011502932000439614
500.0,20.0,131.0,1.0186427530006767,109.0,0.10052660099972854,244.0,0.011459766999905696
