user,server,ilp_user,ilp_time,greedy_user,greedy_time,rl_user,rl_time
100.0,50.0,79.0,7.718305784990662,79.0,0.03955326499999501,79.0,0.2055209889949765
100.0,50.0,69.0,0.2423945329937851,69.0,0.03167239799222443,69.0,0.019145950995152816
100.0,50.0,83.0,0.228160119993845,83.0,0.03793428000062704,83.0,0.02001819400175009
100.0,50.0,78.0,0.23212001100182533,78.0,0.040231802995549515,78.0,0.021270170997013338
100.0,50.0,76.0,0.2189606960018864,76.0,0.04109162499662489,76.0,0.01928508900164161
100.0,50.0,86.0,0.23552143800770864,86.0,0.03812893299618736,86.0,0.019030905998079106
100.0,50.0,83.0,0.3222067919996334,83.0,0.03860524299670942,83.0,0.018310128987650387
100.0,50.0,84.0,0.21145237400196493,84.0,0.03698299199459143,85.0,0.02171176999399904
100.0,50.0,86.0,0.22207685599278193,86.0,0.04081315599614754,86.0,0.02193329700094182
100.0,50.0,73.0,0.20718653600488324,73.0,0.036517454995191656,73.0,0.021984854000038467
100.0,50.0,80.0,0.24073505400156137,80.0,0.036474691005423665,80.0,0.021382448001531884
100.0,50.0,82.0,0.22969256799842697,82.0,0.041124121999018826,82.0,0.018816746000084095
100.0,50.0,76.0,0.2293635880050715,76.0,0.0388203939946834,76.0,0.021033461001934484
100.0,50.0,80.0,0.2322141280019423,80.0,0.035598548987763934,80.0,0.018278785006259568
100.0,50.0,80.0,0.22316429400234483,80.0,0.04231789699406363,80.0,0.01971352199325338
100.0,50.0,75.0,0.22547382999619003,75.0,0.03967876698879991,75.0,0.01802360099100042
100.0,50.0,84.0,0.22802382700319868,84.0,0.046335680002812296,84.0,0.01934268399782013
100.0,50.0,84.0,0.2328524229960749,84.0,0.04310913899098523,86.0,0.01975575899996329
100.0,50.0,86.0,0.24578821800241712,86.0,0.0437725119991228,86.0,0.019814049010165036
100.0,50.0,91.0,0.24246234900783747,91.0,0.042447685002116486,91.0,0.019331763993250206
100.0,50.0,71.0,0.2524812930059852,71.0,0.04009080899413675,71.0,0.01966926500608679
