user,server,ilp_user,ilp_time,greedy_user,greedy_time,rl_lin_user,rl_lin_time,rl_exp_user,rl_exp_time
100.0,50.0,81.0,7.09977832200093,81.0,0.04233567199844401,81.0,0.18623252299948945,81.0,0.023944399999891175
100.0,50.0,80.0,0.22955856699991273,80.0,0.04551231000004918,80.0,0.022516177999932552,80.0,0.020568599000398535
100.0,50.0,73.0,0.22290051500021946,72.0,0.04004522499963059,75.0,0.018018619000940816,75.0,0.017918248999194475
100.0,50.0,80.0,0.23318812499928754,80.0,0.03819973200006643,80.0,0.019631402999948477,80.0,0.019034465000004275
100.0,50.0,80.0,0.21309650900002453,80.0,0.03809971800001222,82.0,0.019082091999734985,82.0,0.02274220300023444
100.0,50.0,89.0,0.2238743029993202,88.0,0.04487331199925393,90.0,0.018937144999654265,90.0,0.018546319999586558
100.0,50.0,80.0,0.30258353400131455,80.0,0.037228820998279843,80.0,0.020266002000425942,80.0,0.019947300999774598
100.0,50.0,81.0,0.22549912499744096,81.0,0.04528428199773771,82.0,0.02053434900153661,82.0,0.019199242000468075
100.0,50.0,80.0,0.21526065899888636,80.0,0.04118811800071853,80.0,0.018168123002396896,80.0,0.019909415001166053
100.0,50.0,78.0,0.22446474300159025,77.0,0.04126060099952156,79.0,0.023019178999675205,79.0,0.022414609000406926
100.0,50.0,81.0,0.2121635299990885,80.0,0.040371454997512046,82.0,0.019594052999309497,82.0,0.02010697800142225
100.0,50.0,85.0,0.2098936770016735,84.0,0.03804389400102082,85.0,0.018295744001079584,85.0,0.018395434999547433
100.0,50.0,74.0,0.22733601499930955,74.0,0.04021560299952398,74.0,0.020360909002192784,74.0,0.020364621999760857
100.0,50.0,76.0,0.21398097000201233,76.0,0.03893055899970932,76.0,0.018059899000945734,76.0,0.01765980900017894
100.0,50.0,88.0,0.3095805160010059,88.0,0.041491058000246994,88.0,0.01970354199875146,88.0,0.01954468700205325
100.0,50.0,79.0,0.22045548199821496,79.0,0.03753295600108686,80.0,0.02000362299804692,80.0,0.01993498799856752
100.0,50.0,71.0,0.24548358799802372,71.0,0.0398514590015111,74.0,0.020371987000544323,74.0,0.021080208996863803
100.0,50.0,87.0,0.232714677000331,87.0,0.05053337099889177,87.0,0.019016030000784667,87.0,0.01933239099889761
100.0,50.0,78.0,0.2757150939978601,78.0,0.04368483100188314,78.0,0.023610485000972403,78.0,0.021677959000953706
100.0,50.0,80.0,0.24572394899951178,80.0,0.042799652997928206,80.0,0.019820330999209546,80.0,0.01948002000062843
100.0,50.0,82.0,0.3168217550010013,82.0,0.05683678200148279,82.0,0.04648416499912855,82.0,0.04934735099959653
100.0,50.0,81.0,0.2633820539995213,81.0,0.04590500199992675,81.0,0.028339939999568742,81.0,0.027286566997645423
100.0,50.0,84.0,0.3531999389997509,84.0,0.04278457400141633,84.0,0.020644738000555662,84.0,0.027030715998989763
100.0,50.0,77.0,0.26765077599702636,77.0,0.04928322200066759,77.0,0.02235748500243062,77.0,0.02661926700238837
100.0,50.0,81.0,0.2763560620005592,81.0,0.05872734500007937,81.0,0.031443607000255724,81.0,0.026635114998498466
100.0,50.0,83.0,0.25142296199919656,82.0,0.04606622600113042,84.0,0.02039212000090629,84.0,0.02001347500117845
100.0,50.0,88.0,0.2663111410001875,88.0,0.055860835000203224,88.0,0.027133613999467343,88.0,0.03138016100274399
100.0,50.0,78.0,0.26021168200168177,78.0,0.047958540002582595,78.0,0.02225762499801931,78.0,0.021595703001366928
100.0,50.0,82.0,0.23827867200088804,82.0,0.048374778001743834,83.0,0.020640894999814918,83.0,0.020288050000090152
100.0,50.0,88.0,0.24646625699824654,87.0,0.049719743998139165,88.0,0.024540328999137273,88.0,0.021139851000043564
100.0,50.0,74.0,0.3476829680002993,74.0,0.04191653100133408,74.0,0.01970820800124784,74.0,0.019301795000501443
100.0,50.0,80.0,0.2449409969995031,79.0,0.04357636500208173,80.0,0.020510963000560878,80.0,0.020819029999984195
100.0,50.0,88.0,0.2500929730013013,87.0,0.06681569799911813,88.0,0.02967331499894499,88.0,0.030138620000798255
100.0,50.0,73.0,0.24421294400235638,73.0,0.04230450999966706,73.0,0.02130534699972486,73.0,0.01992607899956056
100.0,50.0,77.0,0.2599433830000635,77.0,0.042554154999379534,77.0,0.021506749999389285,77.0,0.020197462999931304
100.0,50.0,84.0,0.25469243499901495,84.0,0.05148132199974498,84.0,0.026053174002299784,84.0,0.02384810900184675
100.0,50.0,83.0,0.2481754189975618,83.0,0.04526218300088658,83.0,0.020621589999791468,83.0,0.020127643998421263
100.0,50.0,82.0,0.25264011200124514,82.0,0.04780092600049102,82.0,0.021526225998968584,82.0,0.022948297999391798
100.0,50.0,84.0,0.3235107489999791,84.0,0.044315641000139294,84.0,0.019805093001195928,84.0,0.02151107499958016
100.0,50.0,71.0,0.2526538999991317,71.0,0.052766328000871,71.0,0.02362915900084772,71.0,0.020618234997527907
100.0,50.0,77.0,0.2393863049983338,77.0,0.05174208900280064,77.0,0.019736588998057414,77.0,0.019358417001058115
100.0,50.0,73.0,0.23859549699773197,73.0,0.04290860399851226,73.0,0.019879203999153106,73.0,0.019502797000313876
100.0,50.0,75.0,0.25685703400085913,75.0,0.04139417999977013,75.0,0.025034936999873025,75.0,0.02417781500116689
100.0,50.0,83.0,0.26248438200127566,82.0,0.04740863600090961,83.0,0.025185728998621926,83.0,0.023111530997994123
100.0,50.0,76.0,0.276933558001474,76.0,0.0537778240031912,76.0,0.027515652000147384,76.0,0.03126432900171494
100.0,50.0,78.0,0.25406000899965875,78.0,0.043079002000013134,78.0,0.02229710800020257,78.0,0.02202451900302549
100.0,50.0,80.0,0.34333569500086014,79.0,0.04927853700064588,80.0,0.025993807998020202,80.0,0.02314980099981767
100.0,50.0,83.0,0.2504944799984514,81.0,0.04148878999694716,84.0,0.019824557999527315,84.0,0.02024557500044466
100.0,50.0,87.0,0.23634296800082666,86.0,0.046101910000288626,87.0,0.019725476999155944,87.0,0.019384483002795605
100.0,50.0,81.0,0.22727905899955658,81.0,0.0399887720013794,81.0,0.019912661002308596,81.0,0.019385519000934437
100.0,50.0,84.0,0.23163329900125973,84.0,0.04557449200001429,84.0,0.019813729002635228,84.0,0.01947084499988705
