user,server,ilp_user,ilp_time,greedy_user,greedy_time,rl_user,rl_time
100.0,50.0,82.0,7.388942143006716,81.0,0.04291202100284863,82.0,0.1760396340105217
100.0,50.0,81.0,0.224846871002228,80.0,0.041144555012579076,84.0,0.018219347010017373
100.0,50.0,84.0,0.22815932499361224,84.0,0.04253823700128123,85.0,0.020252956004696898
100.0,50.0,80.0,0.21862396299547981,79.0,0.0421479569922667,80.0,0.01828437800577376
100.0,50.0,74.0,0.22605613499763422,72.0,0.03787440499581862,78.0,0.018089226010488346
100.0,50.0,61.0,0.2201720870070858,60.0,0.035713553996174596,63.0,0.017922893006470986
100.0,50.0,79.0,0.3237758449977264,77.0,0.04153661998861935,82.0,0.0181271339970408
100.0,50.0,79.0,0.22823526700085495,78.0,0.04155631001049187,79.0,0.01808088099642191
100.0,50.0,90.0,0.22061390000453684,89.0,0.04468359700695146,90.0,0.0195420169911813
100.0,50.0,87.0,0.23079562500061002,84.0,0.04372030201193411,87.0,0.017991568995057605
100.0,50.0,78.0,0.2508606880001025,76.0,0.052478659999906085,79.0,0.033444986009271815
100.0,50.0,81.0,0.22312106098979712,78.0,0.03974582398950588,81.0,0.01801512300153263
100.0,50.0,89.0,0.24022555199917406,86.0,0.04083814199839253,90.0,0.018153236000216566
100.0,50.0,75.0,0.22241884800314438,73.0,0.037027295998996124,80.0,0.018022194009972736
100.0,50.0,85.0,0.2255988100077957,83.0,0.042831629994907416,85.0,0.01925471899448894
100.0,50.0,82.0,0.26141915199696086,81.0,0.05740167299518362,82.0,0.022269217006396502
100.0,50.0,73.0,0.26789140900655184,72.0,0.04552031400089618,83.0,0.02049704600358382
100.0,50.0,70.0,0.24683862199890427,69.0,0.039858735995949246,71.0,0.019248513999627903
100.0,50.0,84.0,0.2355901900009485,79.0,0.0395341019902844,84.0,0.01939092499378603
100.0,50.0,75.0,0.24412355000094976,75.0,0.045027516011032276,76.0,0.01999130198964849
100.0,50.0,72.0,0.2516603769909125,71.0,0.038034896992030554,74.0,0.01981686100771185
100.0,50.0,82.0,0.2478986390051432,79.0,0.044275571999605745,87.0,0.019469773993478157
100.0,50.0,77.0,0.243092399003217,77.0,0.045812757991370745,78.0,0.019625244007329457
100.0,50.0,72.0,0.24704693000239786,71.0,0.04113494099874515,73.0,0.019694087997777387
100.0,50.0,89.0,0.25111043600190897,86.0,0.0490003769955365,90.0,0.019942347003961913
100.0,50.0,80.0,0.23731069901259616,79.0,0.042365093002445064,80.0,0.020199402002617717
100.0,50.0,77.0,0.249785840002005,75.0,0.04063129500718787,79.0,0.019173038002918474
100.0,50.0,78.0,0.24139614899468143,77.0,0.046557962996303104,79.0,0.019174813001882285
100.0,50.0,82.0,0.2498404939979082,81.0,0.04340366799442563,88.0,0.01921460501034744
100.0,50.0,78.0,0.30742496700258926,77.0,0.0381799390015658,81.0,0.01855516700015869
100.0,50.0,85.0,0.24770763999549672,80.0,0.043156797997653484,87.0,0.019233013008488342
100.0,50.0,79.0,0.24137589799647685,78.0,0.044928582006832585,82.0,0.019613337994087487
100.0,50.0,85.0,0.2808280010067392,82.0,0.0443148909980664,87.0,0.019732846005354077
100.0,50.0,81.0,0.23687332498957403,81.0,0.042194916008156724,83.0,0.019146903010550886
100.0,50.0,85.0,0.23750754799402785,84.0,0.04569001999334432,88.0,0.019223053997848183
100.0,50.0,83.0,0.3258048650022829,82.0,0.04346314200665802,83.0,0.019223506009439006
