user,server,ilp_user,ilp_time,greedy_user,greedy_time,rl_lin_user,rl_lin_time,rl_exp_user,rl_exp_time
100.0,50.0,80.0,7.213915110000016,79.0,0.03969922299984319,80.0,0.29019788699952187,0.0,0.0
100.0,50.0,82.0,0.23181803199986462,82.0,0.04057680100049765,83.0,0.018731166999714333,0.0,0.0
100.0,50.0,72.0,0.22972699300044042,72.0,0.03857512300055532,73.0,0.018222186999992118,0.0,0.0
100.0,50.0,89.0,0.22635454299961566,87.0,0.04496556000049168,89.0,0.018138035000447417,0.0,0.0
100.0,50.0,75.0,0.23161775000153284,72.0,0.03878876999988279,76.0,0.018156694999561296,0.0,0.0
100.0,50.0,81.0,0.22100173800026823,80.0,0.039989536999200936,82.0,0.01813703399966471,0.0,0.0
100.0,50.0,80.0,0.3196010279989423,79.0,0.03876772399962647,81.0,0.018000518999542692,0.0,0.0
100.0,50.0,76.0,0.23687414300002274,75.0,0.03575326800091716,82.0,0.018152447000829852,0.0,0.0
100.0,50.0,84.0,0.21668734500053688,82.0,0.0400155139996059,87.0,0.018239400000311434,0.0,0.0
100.0,50.0,82.0,0.2149748730007559,78.0,0.03857098099979339,82.0,0.01909643299950403,0.0,0.0
100.0,50.0,83.0,0.21491771199907816,82.0,0.037731420999989496,84.0,0.018063908000840456,0.0,0.0
100.0,50.0,75.0,0.22678656700009014,74.0,0.04021302000001015,77.0,0.018158201999540324,0.0,0.0
100.0,50.0,77.0,0.2273953719995916,73.0,0.039590532000147505,80.0,0.018049378000796423,0.0,0.0
100.0,50.0,83.0,0.22082930199940165,80.0,0.04133733299931919,88.0,0.0180061859991838,0.0,0.0
100.0,50.0,83.0,0.3042013209997094,83.0,0.036094566001338535,83.0,0.018956296999022015,0.0,0.0
100.0,50.0,81.0,0.22081155800151464,78.0,0.03737654799988377,83.0,0.017990881999139674,0.0,0.0
100.0,50.0,77.0,0.22550235200105817,77.0,0.04093855300016003,77.0,0.017947878999621025,0.0,0.0
100.0,50.0,88.0,0.22904404099972453,84.0,0.0412903569995251,89.0,0.01823163900007785,0.0,0.0
100.0,50.0,76.0,0.224163625998699,74.0,0.0421598279990576,77.0,0.018008101000305032,0.0,0.0
100.0,50.0,84.0,0.23471797899946978,82.0,0.04602880999846093,84.0,0.01811429900044459,0.0,0.0
100.0,50.0,83.0,0.21665939599915873,82.0,0.04006004400071106,85.0,0.018087168000420206,0.0,0.0
100.0,50.0,75.0,0.22083917900090455,75.0,0.04016593199958152,75.0,0.01797916199939209,0.0,0.0
100.0,50.0,83.0,0.3187738779997744,81.0,0.04149926100035373,86.0,0.017959830000108923,0.0,0.0
100.0,50.0,87.0,0.2348867569999129,85.0,0.04328544499912823,88.0,0.018026731000645668,0.0,0.0
100.0,50.0,71.0,0.22549556999911147,70.0,0.03505770799893071,72.0,0.01789330800056632,0.0,0.0
100.0,50.0,78.0,0.24244305700085533,77.0,0.041004654000062146,82.0,0.01840226600143069,0.0,0.0
