ram,cores,workload_cpu,workload_gpu,users_yolo,users_mnet,time_yolo,time_mnet
3000,2,40,125.0,1,1,4.181968688964844,6.5055999755859375
3000,2,40,125.0,1,3,4.096300840377808,6.710087060928345
3000,2,40,125.0,1,5,4.399837017059326,6.695417165756226
3000,2,40,125.0,1,7,4.238164663314819,7.089447975158691
3000,2,40,125.0,1,9,4.340213060379028,7.089237213134766
3000,2,40,125.0,1,11,4.111715793609619,7.125260353088379
3000,2,40,125.0,1,13,4.0342652797698975,7.347698450088501
3000,2,40,125.0,1,15,4.23704195022583,7.559579133987427
3000,2,40,125.0,1,17,3.974172353744507,7.40514349937439
3000,2,40,125.0,1,19,4.384591102600098,7.687651634216309
3000,2,40,125.0,3,1,4.687659978866577,7.080107688903809
3000,2,40,125.0,3,3,4.375628471374512,7.095301151275635
3000,2,40,125.0,3,5,4.332043647766113,7.423140287399292
3000,2,40,125.0,3,7,4.483916521072388,7.4227070808410645
3000,2,40,125.0,3,9,4.650440454483032,7.355847597122192
3000,2,40,125.0,3,11,4.330514669418335,7.595169544219971
3000,2,40,125.0,3,13,4.463155746459961,7.589469909667969
3000,2,40,125.0,3,15,4.178457260131836,7.831457853317261
3000,2,40,125.0,3,17,4.602724313735962,7.712186574935913
3000,2,40,125.0,3,19,4.522213459014893,8.040575742721558
3000,2,40,125.0,5,1,4.655670166015625,7.209786891937256
3000,2,40,125.0,5,3,4.380353689193726,7.102563142776489
3000,2,40,125.0,5,5,4.584568023681641,7.467733860015869
3000,2,40,125.0,5,7,4.119654417037964,7.400238513946533
3000,2,40,125.0,5,9,4.26584792137146,7.561049699783325
3000,2,40,125.0,5,11,4.261307716369629,7.397999048233032
3000,2,40,125.0,5,13,4.767700672149658,7.640196800231934
3000,2,40,125.0,5,15,5.193787336349487,7.8901495933532715
3000,2,40,125.0,5,17,4.598492860794067,8.44350266456604
3000,2,40,125.0,5,19,4.821788311004639,7.97122049331665
3000,2,40,125.0,7,1,4.513496160507202,6.999869346618652
3000,2,40,125.0,7,3,5.124422073364258,7.26372766494751
3000,2,40,125.0,7,5,4.80066442489624,7.441523313522339
3000,2,40,125.0,7,7,4.61506462097168,7.453423738479614
3000,2,40,125.0,7,9,5.5044755935668945,7.86778712272644
3000,2,40,125.0,7,11,4.808166742324829,7.532176971435547
3000,2,40,125.0,7,13,5.296612024307251,8.228392362594604
3000,2,40,125.0,7,15,5.208123445510864,7.434667587280273
3000,2,40,125.0,7,17,4.7058024406433105,7.804645299911499
3000,2,40,125.0,7,19,4.965293645858765,7.947269678115845
3000,2,40,125.0,9,1,5.228322267532349,7.33647608757019
3000,2,40,125.0,9,3,5.472287893295288,7.2340381145477295
3000,2,40,125.0,9,5,5.2043211460113525,6.865940809249878
3000,2,40,125.0,9,7,4.759746551513672,7.796366930007935
3000,2,40,125.0,9,9,5.534628629684448,7.836464881896973
3000,2,40,125.0,9,11,5.3685057163238525,7.680618524551392
3000,2,40,125.0,9,13,4.893425941467285,7.990670204162598
3000,2,40,125.0,9,15,5.387169599533081,7.927100419998169
3000,2,40,125.0,9,17,5.314999580383301,7.995861291885376
3000,2,40,125.0,9,19,5.379931211471558,8.348884582519531
3000,2,40,125.0,11,1,5.71083664894104,7.900116682052612
3000,2,40,125.0,11,3,5.694509983062744,7.073437690734863
3000,2,40,125.0,11,5,5.844557523727417,8.038093328475952
3000,2,40,125.0,11,7,5.297979831695557,7.566546440124512
3000,2,40,125.0,11,9,5.319142580032349,7.630940675735474
3000,2,40,125.0,11,11,5.104604959487915,7.809712648391724
3000,2,40,125.0,11,13,4.968860864639282,7.9780354499816895
3000,2,40,125.0,11,15,5.466726541519165,8.255101203918457
3000,2,40,125.0,11,17,5.244953632354736,8.16061806678772
3000,2,40,125.0,11,19,5.498383522033691,7.72675633430481
3000,2,40,125.0,13,1,5.753241777420044,7.6411213874816895
3000,2,40,125.0,13,3,5.388035535812378,7.567071914672852
3000,2,40,125.0,13,5,5.300371885299683,7.617303371429443
3000,2,40,125.0,13,7,6.127892971038818,8.094547748565674
3000,2,40,125.0,13,9,5.349547386169434,8.053424596786499
3000,2,40,125.0,13,11,5.316671848297119,7.942831993103027
3000,2,40,125.0,13,13,5.1689536571502686,7.7710182666778564
3000,2,40,125.0,13,15,5.865738153457642,8.14539384841919
3000,2,40,125.0,13,17,6.175599813461304,8.497615814208984
3000,2,40,125.0,13,19,5.906639337539673,8.435856342315674
3000,2,40,125.0,15,1,5.856529712677002,7.911454200744629
3000,2,40,125.0,15,3,5.96088981628418,7.575317144393921
3000,2,40,125.0,15,5,5.861495018005371,7.750002145767212
3000,2,40,125.0,15,7,5.209437370300293,8.342771291732788
3000,2,40,125.0,15,9,5.885663986206055,8.050199031829834
3000,2,40,125.0,15,11,5.658945322036743,8.166554927825928
3000,2,40,125.0,15,13,6.007375955581665,8.751431703567505
3000,2,40,125.0,15,15,5.70996356010437,8.3188796043396
3000,2,40,125.0,15,17,6.550633430480957,8.329310417175293
3000,2,40,125.0,15,19,6.013360023498535,8.795821905136108
3000,2,40,125.0,17,1,5.858609676361084,7.801399230957031
3000,2,40,125.0,17,3,5.737004518508911,7.484954595565796
3000,2,40,125.0,17,5,6.06600284576416,7.748456716537476
3000,2,40,125.0,17,7,6.013235569000244,8.328043460845947
3000,2,40,125.0,17,9,6.307539463043213,8.036548137664795
3000,2,40,125.0,17,11,6.458649158477783,8.203032493591309
3000,2,40,125.0,17,13,6.009577035903931,8.603826999664307
3000,2,40,125.0,17,15,5.864576101303101,8.433451414108276
3000,2,40,125.0,17,17,6.021461486816406,8.380438089370728
3000,2,40,125.0,17,19,6.042894601821899,8.732591390609741
3000,2,40,125.0,19,1,6.613882780075073,8.00288987159729
3000,2,40,125.0,19,3,6.028215169906616,7.891471862792969
3000,2,40,125.0,19,5,5.910649299621582,7.998846054077148
3000,2,40,125.0,19,7,6.239877462387085,8.353055953979492
3000,2,40,125.0,19,9,6.2884790897369385,8.384849786758423
3000,2,40,125.0,19,11,6.512527227401733,8.146546125411987
3000,2,40,125.0,19,13,5.74856162071228,8.417747497558594
3000,2,40,125.0,19,15,6.341011047363281,8.123668909072876
3000,2,40,125.0,19,17,5.731723785400391,8.584976196289062
3000,2,40,125.0,19,19,6.3320159912109375,8.520014524459839
3000,2,40,263.0,1,1,4.018146991729736,7.286506652832031
3000,2,40,263.0,1,3,4.755136251449585,7.621098041534424
3000,2,40,263.0,1,5,4.4969117641448975,7.512525320053101
3000,2,40,263.0,1,7,4.333801984786987,7.825774669647217
3000,2,40,263.0,1,9,4.8214216232299805,7.7443764209747314
3000,2,40,263.0,1,11,4.340824365615845,8.185130834579468
3000,2,40,263.0,1,13,4.868575096130371,8.08516812324524
3000,2,40,263.0,1,15,3.7689762115478516,8.356239557266235
3000,2,40,263.0,1,17,4.2719948291778564,8.016472816467285
3000,2,40,263.0,1,19,4.5644447803497314,8.399368286132812
3000,2,40,263.0,3,1,4.565326929092407,7.633917808532715
3000,2,40,263.0,3,3,4.5711400508880615,7.829133987426758
3000,2,40,263.0,3,5,4.833303451538086,7.462096929550171
3000,2,40,263.0,3,7,4.626258373260498,7.661440372467041
3000,2,40,263.0,3,9,4.640320301055908,8.047301054000854
3000,2,40,263.0,3,11,4.782362222671509,8.455169677734375
3000,2,40,263.0,3,13,4.675025701522827,8.362863063812256
3000,2,40,263.0,3,15,5.0868659019470215,8.272292852401733
3000,2,40,263.0,3,17,4.605816841125488,8.195339918136597
3000,2,40,263.0,3,19,4.755396127700806,8.224413871765137
3000,2,40,263.0,5,1,4.945821285247803,7.335247755050659
3000,2,40,263.0,5,3,5.000953197479248,7.920228004455566
3000,2,40,263.0,5,5,4.959882736206055,8.14445447921753
3000,2,40,263.0,5,7,5.059741497039795,7.7006964683532715
3000,2,40,263.0,5,9,4.824943780899048,8.137798309326172
3000,2,40,263.0,5,11,4.826676845550537,7.960971117019653
3000,2,40,263.0,5,13,4.928066730499268,8.678985357284546
3000,2,40,263.0,5,15,4.932420969009399,8.579476833343506
3000,2,40,263.0,5,17,4.9925172328948975,8.425407886505127
3000,2,40,263.0,5,19,5.174005508422852,8.816046714782715
3000,2,40,263.0,7,1,5.415510654449463,7.66590690612793
3000,2,40,263.0,7,3,5.347991704940796,7.325688123703003
3000,2,40,263.0,7,5,5.392530202865601,8.599583148956299
3000,2,40,263.0,7,7,4.938849449157715,8.12047815322876
3000,2,40,263.0,7,9,5.096636533737183,8.206768035888672
3000,2,40,263.0,7,11,5.624333620071411,8.305057287216187
3000,2,40,263.0,7,13,5.394912481307983,8.779296875
3000,2,40,263.0,7,15,5.277561902999878,8.301484823226929
3000,2,40,263.0,7,17,5.087229490280151,8.736204624176025
3000,2,40,263.0,7,19,4.95418643951416,8.456652641296387
3000,2,40,263.0,9,1,5.48242449760437,8.319877862930298
3000,2,40,263.0,9,3,5.057752370834351,7.875247001647949
3000,2,40,263.0,9,5,4.809576988220215,8.262967586517334
3000,2,40,263.0,9,7,5.834863662719727,7.928501844406128
3000,2,40,263.0,9,9,5.796546697616577,8.215663194656372
3000,2,40,263.0,9,11,5.293385982513428,8.435675859451294
3000,2,40,263.0,9,13,5.005950689315796,8.685603380203247
3000,2,40,263.0,9,15,5.380523920059204,9.07925295829773
3000,2,40,263.0,9,17,5.449425220489502,8.692161560058594
3000,2,40,263.0,9,19,5.220553874969482,8.660802125930786
3000,2,40,263.0,11,1,5.7445228099823,8.091424465179443
3000,2,40,263.0,11,3,5.738905906677246,8.17945384979248
3000,2,40,263.0,11,5,5.673485279083252,8.220043420791626
3000,2,40,263.0,11,7,5.6537933349609375,7.9457502365112305
3000,2,40,263.0,11,9,5.848367214202881,8.315651416778564
3000,2,40,263.0,11,11,5.7615814208984375,8.429111957550049
3000,2,40,263.0,11,13,5.305692434310913,8.432273387908936
3000,2,40,263.0,11,15,4.982168197631836,8.740576028823853
3000,2,40,263.0,11,17,5.657972574234009,9.15092921257019
3000,2,40,263.0,11,19,6.012812852859497,8.948893547058105
3000,2,40,263.0,13,1,6.06797981262207,8.36307978630066
3000,2,40,263.0,13,3,5.893499374389648,8.4193754196167
3000,2,40,263.0,13,5,5.820584058761597,8.460752725601196
3000,2,40,263.0,13,7,5.849693775177002,8.446068286895752
3000,2,40,263.0,13,9,5.820710897445679,8.49231243133545
3000,2,40,263.0,13,11,5.969999313354492,8.70688509941101
3000,2,40,263.0,13,13,5.6293981075286865,8.791868209838867
3000,2,40,263.0,13,15,6.104842662811279,8.665590524673462
3000,2,40,263.0,13,17,6.517855167388916,9.069231271743774
3000,2,40,263.0,13,19,5.760538339614868,9.34151816368103
3000,2,40,263.0,15,1,6.0171802043914795,8.634784698486328
3000,2,40,263.0,15,3,6.162409543991089,8.34923267364502
3000,2,40,263.0,15,5,6.266048908233643,8.58546233177185
3000,2,40,263.0,15,7,6.270066738128662,8.573578834533691
3000,2,40,263.0,15,9,6.345752000808716,9.081697225570679
3000,2,40,263.0,15,11,6.1717469692230225,8.791728496551514
3000,2,40,263.0,15,13,6.1484551429748535,8.646145582199097
3000,2,40,263.0,15,15,6.454417705535889,9.20703649520874
3000,2,40,263.0,15,17,6.184569835662842,9.484981536865234
3000,2,40,263.0,15,19,6.658277273178101,9.301257133483887
3000,2,40,263.0,17,1,6.438823938369751,8.450826168060303
3000,2,40,263.0,17,3,6.58475661277771,8.278029441833496
3000,2,40,263.0,17,5,6.681315898895264,8.074609994888306
3000,2,40,263.0,17,7,6.77653956413269,8.852906227111816
3000,2,40,263.0,17,9,6.650326728820801,8.583281517028809
3000,2,40,263.0,17,11,6.782146453857422,9.361682176589966
3000,2,40,263.0,17,13,6.486663579940796,8.73074984550476
3000,2,40,263.0,17,15,6.2900471687316895,9.356163740158081
3000,2,40,263.0,17,17,5.961821794509888,8.646076917648315
