Wall time,Step,Value
1618323784.915841,164704,3.0651047229766846
1618323786.4574654,164972,2.6817731857299805
1618323790.2811346,165632,5.888615131378174
1618323790.9629405,165752,4.74920129776001
1618323792.3443217,165992,5.478898048400879
1618323793.7319198,166232,4.782190322875977
1618323794.441739,166352,4.76951789855957
1618323797.928826,166952,4.272772789001465
1618323798.8171651,167104,4.15875768661499
1618323798.9773552,167132,4.381670951843262
1618323799.3334696,167192,4.419625282287598
1618323799.8685973,167284,3.7742209434509277
1618323801.9260693,167644,4.341974258422852
1618323802.4342768,167732,3.9771766662597656
1618323803.3048863,167884,5.085501194000244
1618323806.5899768,168452,3.6937503814697266
1618323809.4472225,168932,3.8756566047668457
1618323811.213185,169232,4.533360958099365
1618323813.3020926,169592,4.689598083496094
1618323817.8513527,170372,3.648038387298584
1618323819.4732058,170644,3.141052484512329
1618323825.6093986,171692,4.305201053619385
1618323825.7953494,171724,3.5170986652374268
1618323826.1472645,171784,4.342891693115234
1618323833.8850827,173104,4.286592483520508
1618323835.2916222,173344,4.32118034362793
1618323836.8457038,173612,4.4666337966918945
1618323837.1906245,173672,4.331283092498779
1618323838.077865,173824,3.9488656520843506
1618323842.4455533,174572,4.02362060546875
1618323842.6277418,174604,4.074212074279785
1618323844.3695636,174904,5.225436210632324
1618323844.7210877,174964,4.631006240844727
1618323845.5974672,175112,2.938554286956787
1618323848.0331008,175532,3.443282127380371
1618323849.080843,175712,3.447965621948242
1618323850.6778872,175984,4.9350385665893555
1618323853.2912936,176432,5.5295939445495605
1618323853.9885452,176552,2.75498104095459
1618323854.337299,176612,6.623282432556152
1618323858.7258186,177364,4.202629566192627
1618323862.625884,178024,4.014403343200684
1618323863.6665807,178204,5.671817302703857
1618323866.627335,178712,3.7265524864196777
1618323867.6724365,178892,4.674030303955078
1618323872.2570758,179672,3.7709226608276367
1618323876.350049,180364,4.584139823913574
1618323877.5576692,180572,4.865535736083984
1618323878.4449725,180724,4.399497032165527
1618323880.7041354,181112,5.01899528503418
1618323881.975127,181324,5.066586494445801
1618323884.659651,181772,3.7898812294006348
1618323887.3113801,182224,3.4280099868774414
1618323889.7476227,182644,4.332719326019287
1618323895.826912,183692,4.965665817260742
1618323896.0174587,183724,3.2313032150268555
1618323896.1864362,183752,3.7871451377868652
1618323910.3547294,186184,4.494180679321289
1618323911.919665,186452,3.575042724609375
1618323913.4887872,186724,4.713842391967773
1618323914.5339239,186904,4.464559555053711
1618323918.8824744,187624,3.9761855602264404
1618323927.4326572,189032,4.1511759757995605
1618323928.8290088,189272,5.194064140319824
1618323935.0353246,190352,3.3944883346557617
1618323937.81323,190832,4.92877197265625
1618323938.3452797,190924,5.974349498748779
1618323939.7244399,191164,2.809235095977783
1618323940.238451,191252,4.079395294189453
1618323944.4122336,191972,3.7556092739105225
1618323945.0993445,192092,3.1356842517852783
1618323950.4061575,192992,5.969971179962158
1618323954.4223495,193684,3.592898368835449
1618323956.989213,194132,3.428783655166626
1618323960.1777103,194672,3.6881368160247803
1618323961.2126918,194852,5.023373126983643
1618323964.001933,195332,3.569728136062622
1618323967.1053243,195872,3.7308950424194336
1618323967.2936375,195904,4.444723606109619
1618323973.1991494,196924,4.146514415740967
1618323974.9146993,197224,6.950312614440918
1618323975.4226286,197312,4.180420875549316
1618323975.6089742,197344,7.219948768615723
1618323975.954239,197404,5.637726306915283
1618323976.1147528,197432,5.459497928619385
1618323980.4679136,198184,3.7382395267486572
1618323986.16869,199172,5.666730880737305
1618323990.216942,199864,4.532291412353516
1618323993.2091103,200372,3.7286970615386963
1618323998.659322,201304,4.6446027755737305
1618324003.323145,202112,5.334397792816162
1618324004.2095451,202264,3.4628405570983887
1618324007.992494,202924,3.7877840995788574
1618324011.3517034,203492,4.317694664001465
1618324011.6923366,203552,4.314435005187988
1618324013.9685476,203944,3.5202245712280273
1618324016.7739582,204424,4.104860305786133
1618324021.7983916,205292,4.893991470336914
1618324022.3424146,205384,3.1953446865081787
1618324026.6464016,206132,3.2748284339904785
1618324031.1210992,206912,2.719860076904297
1618324034.0890403,207424,3.2969493865966797
1618324037.5212603,208024,4.002392768859863
1618324040.639365,208564,3.8605730533599854
1618324040.981988,208624,6.358301162719727
1618324041.3243587,208684,4.649064540863037
1618324042.3586166,208864,3.666853427886963
1618324047.182193,209704,5.084718704223633
1618324049.610961,210124,4.211216926574707
1618324059.2790906,211804,3.4620771408081055
1618324059.9815974,211924,2.5994486808776855
1618324061.3569312,212164,5.144073963165283
1618324061.862915,212252,5.44197940826416
1618324067.2262847,213184,4.610989570617676
1618324068.6025348,213424,5.105865955352783
1618324070.8566604,213812,3.774815082550049
1618324071.7331228,213964,4.530234336853027
1618324074.491616,214444,4.035656452178955
1618324075.358989,214592,2.950514793395996
1618324075.6962085,214652,4.494390487670898
1618324077.4149675,214952,6.395984649658203
1618324078.1001308,215072,4.22861385345459
1618324083.1671784,215944,5.267107963562012
1618324085.2513201,216304,6.034037113189697
1618324094.2103612,217864,4.101730823516846
1618324095.4219031,218072,4.942790508270264
1618324096.1089044,218192,3.9505209922790527
1618324098.0095463,218524,3.043850898742676
1618324099.0734067,218704,4.755161762237549
1618324100.1422815,218884,4.118228912353516
1618324103.9603784,219544,3.645193576812744
1618324106.7509322,220024,4.948526382446289
1618324108.292141,220292,3.278984546661377
1618324108.47577,220324,4.872405052185059
1618324110.6442761,220684,5.9620795249938965
1618324112.5198386,221012,4.932370185852051
1618324113.0443766,221104,3.834327220916748
1618324122.838786,222812,4.579547882080078
1618324123.7386405,222964,3.3642871379852295
1618324123.902026,222992,4.88578462600708
1618324125.6387968,223292,6.3939208984375
1618324138.31916,225484,4.5464935302734375
1618324140.2186458,225812,3.1913821697235107
1618324140.4054418,225844,3.7816200256347656
1618324140.7583468,225904,4.407106876373291
1618324141.6218119,226052,4.653350353240967
1618324141.8019876,226084,4.818221092224121
1618324146.13836,226832,4.997483253479004
1618324147.0228262,226984,2.9853930473327637
1618324147.5396633,227072,3.996440887451172
1618324148.9376943,227312,5.537566184997559
1618324152.4181225,227912,4.565895080566406
1618324152.9455683,228004,2.5301475524902344
1618324153.103186,228032,3.6108498573303223
1618324155.6859207,228484,3.736264944076538
1618324158.4462776,228964,3.273867130279541
1618324159.4743123,229144,3.830167770385742
1618324161.7667983,229532,4.03179931640625
1618324162.1135008,229592,4.823246479034424
1618324164.344033,229984,3.263768196105957
1618324166.2148805,230312,3.4349894523620605
1618324170.6997645,231092,4.379100322723389
1618324172.2706308,231364,5.257519721984863
1618324174.8406806,231812,4.160379409790039
1618324176.113374,232024,2.3716793060302734
1618324177.1777294,232204,4.717742919921875
1618324177.8733006,232324,3.560431718826294
1618324181.3473318,232924,3.150507926940918
1618324181.8733456,233012,3.1185193061828613
1618324189.1732218,234272,5.090457916259766
1618324192.213407,234784,3.1796815395355225
1618324195.156773,235292,4.834391117095947
1618324195.3440847,235324,5.413483619689941
1618324198.8512812,235924,5.207790374755859
1618324199.3666131,236012,5.167938709259033
1618324200.9410007,236284,3.7401962280273438
1618324202.8717325,236612,3.8519787788391113
1618324207.288088,237364,4.771171569824219
1618324207.8053644,237452,4.69966983795166
1618324210.235614,237872,3.1043920516967773
1618324210.5824692,237932,4.6395416259765625
1618324210.9323492,237992,4.418434143066406
1618324216.0039382,238864,4.96759557723999
1618324220.89772,239704,3.9933853149414062
1618324222.292837,239944,4.47128438949585
1618324223.0032084,240064,3.8918609619140625
1618324224.3956873,240304,4.999863147735596
1618324226.2880938,240632,4.009616851806641
1618324230.821275,241412,4.372798442840576
1618324231.69769,241564,3.950961112976074
1618324234.4921277,242044,3.7968780994415283
1618324237.2616606,242524,3.920607089996338
1618324238.6663005,242764,3.0634329319000244
1618324240.2154486,243032,2.7335915565490723
1618324241.78913,243304,3.498358726501465
1618324243.7019296,243632,4.454306125640869
1618324243.8880723,243664,3.7156054973602295
1618324244.9150398,243844,5.5575361251831055
1618324245.9493775,244024,3.6545937061309814
1618324246.2876217,244084,4.505341529846191
1618324246.7957156,244172,4.037467956542969
1618324252.9434457,245224,2.968040704727173
1618324255.0015697,245584,5.836186408996582
1618324258.267545,246152,3.154813289642334
1618324262.343057,246844,4.376796722412109
1618324265.8328574,247444,4.09242057800293
1618324270.039365,248164,3.4011125564575195
1618324272.817535,248644,5.102362632751465
1618324274.2346995,248884,4.533862113952637
1618324275.7826693,249152,2.1223268508911133
1618324276.318912,249244,4.2320332527160645
1618324276.6645331,249304,4.599364280700684
1618324285.56134,250832,2.7060341835021973
1618324286.0943892,250924,4.019983291625977
1618324289.6055114,251524,3.4424824714660645
1618324289.9555638,251584,4.413349151611328
1618324290.1149337,251612,3.046626091003418
1618324291.3525894,251824,3.941823959350586
1618324294.5426328,252364,4.487415313720703
1618324299.4528832,253204,5.09108829498291
1618324302.8800156,253804,4.338845252990723
1618324303.2210865,253864,4.917806625366211
1618324304.2702649,254044,3.012028217315674
1618324308.7236807,254824,3.3129258155822754
1618324309.597522,254972,4.312337398529053
1618324312.587165,255484,3.081299304962158
1618324315.700718,256024,3.8310532569885254
1618324317.1174824,256264,3.3079233169555664
1618324322.4887247,257192,4.247812271118164
1618324327.2091577,258004,4.2135491371154785
1618324331.1662908,258692,3.1381173133850098
1618324336.1825657,259564,3.202953815460205
1618324338.0656729,259892,2.3139402866363525
1618324340.839633,260372,3.838439464569092
1618324343.2548828,260792,3.4762303829193115
1618324346.881097,261424,3.2634222507476807
1618324353.8059378,262624,5.767122745513916
1618324357.6121917,263284,4.319397926330566
1618324358.4558933,263432,4.861321449279785
1618324364.8536398,264544,4.693996906280518
1618324366.744211,264872,4.5734429359436035
1618324367.768324,265052,3.4072799682617188
1618324370.175485,265472,3.1889572143554688
1618324370.5268226,265532,4.8952202796936035
1618324376.060701,266492,3.223588705062866
1618324380.2256465,267212,3.6803088188171387
1618324382.3515613,267572,3.9307737350463867
1618324382.703299,267632,5.300851345062256
1618324383.7537339,267812,4.108667373657227
1618324385.8814878,268172,3.411651134490967
1618324390.2698593,268924,3.8398332595825195
1618324395.1835358,269764,2.9076905250549316
1618324395.5373547,269824,4.174952983856201
1618324396.2443738,269944,3.964163064956665
1618324398.8846564,270392,6.630215167999268
1618324406.1158102,271624,2.942918539047241
1618324406.6365104,271712,3.3152942657470703
1618324409.7671263,272252,4.335565090179443
1618324412.9432776,272792,4.697475910186768
1618324415.8965776,273304,2.4415106773376465
1618324416.4130025,273392,2.927659511566162
1618324418.136723,273692,4.893166542053223
1618324421.2444901,274232,5.173336029052734
1618324421.4294271,274264,3.0582265853881836
1618324424.34395,274772,4.071987628936768
1618324424.8874328,274864,3.4457077980041504
1618324430.7809222,275884,2.5162267684936523
1618324431.135014,275944,5.122703552246094
1618324432.3432913,276152,4.386619567871094
1618324437.0764499,276964,5.344366073608398
1618324438.6116562,277232,3.949941873550415
1618324442.2734568,277864,5.512467384338379
1618324446.3982487,278584,4.023255825042725
1618324447.2697551,278732,3.9878463745117188
1618324448.303422,278912,3.4058284759521484
1618324452.976636,279724,3.000915050506592
1618324456.4164324,280324,4.385002136230469
1618324457.283671,280472,3.2418482303619385
1618324459.8694057,280924,3.720776319503784
1618324460.7177336,281072,3.064708709716797
1618324465.075236,281824,4.147212028503418
1618324468.2522688,282364,4.228341102600098
1618324468.9426298,282484,3.2031614780426025
1618324469.809966,282632,4.207932472229004
1618324472.6145487,283112,3.9546899795532227
1618324472.9609694,283172,4.227966785430908
1618324475.7272427,283652,3.6285526752471924
1618324476.0795584,283712,3.2219650745391846
1618324477.1777112,283892,3.9402973651885986
1618324477.54936,283952,5.455338478088379
1618324477.9082425,284012,2.889986753463745
1618324479.992801,284372,3.9567277431488037
1618324480.684101,284492,4.924984931945801
1618324484.7060866,285184,1.9054679870605469
1618324486.3038945,285452,3.832468032836914
1618324489.6492157,286024,2.887622833251953
1618324491.6007822,286352,4.144894599914551
1618324491.950633,286412,2.8840222358703613
1618324493.0113072,286592,3.375847578048706
1618324495.283613,286984,2.311953544616699
1618324498.4364183,287524,5.211544990539551
1618324505.30414,288692,4.5167341232299805
1618324509.3013277,289384,3.728865623474121
1618324509.988421,289504,3.1987738609313965
1618324510.1460729,289532,4.686023712158203
1618324511.352837,289744,3.7166624069213867
1618324514.2949455,290252,3.843782424926758
1618324516.1913295,290584,3.6850168704986572
1618324518.0772955,290912,2.551663398742676
1618324519.3012338,291124,2.471278190612793
1618324520.3341675,291304,4.418842315673828
1618324524.4928784,292024,3.3616042137145996
1618324534.0222921,293672,3.249312162399292
1618324534.710139,293792,2.8893046379089355
1618324536.9584632,294184,3.9588708877563477
1618324540.9276624,294872,4.557567596435547
1618324541.1105864,294904,4.126399517059326
1618324541.7948947,295024,2.8410167694091797
1618324545.2595904,295624,6.821188926696777
1618324545.4212189,295652,4.993228435516357
1618324545.6061697,295684,2.8146748542785645
1618324546.9739785,295924,3.0821211338043213
1618324550.455342,296524,4.308529376983643
1618324554.6520007,297244,3.7671091556549072
1618324555.9052234,297452,4.319293022155762
1618324556.427444,297544,4.198634147644043
1618324559.7205243,298112,5.345057487487793
1618324562.0180912,298504,4.129834175109863
1618324569.1067274,299732,2.405158758163452
1618324570.6689408,300004,3.6316752433776855
1618324571.0083818,300064,2.9806716442108154
1618324571.6996183,300184,3.4315662384033203
1618324572.7209618,300364,2.2565746307373047
1618324573.2263508,300452,4.0580644607543945
1618324574.4569087,300664,4.129985332489014
1618324575.8221598,300904,4.167344570159912
1618324576.3276882,300992,2.3978805541992188
1618324578.3713763,301352,5.143536567687988
1618324583.0291502,302164,4.067325592041016
1618324583.7147334,302284,6.684652805328369
1618324585.6111422,302612,4.441441059112549
1618324587.4987636,302944,6.2763495445251465
1618324599.423817,304984,3.7383902072906494
1618324601.8406346,305404,3.573330879211426
1618324603.2125406,305644,4.186107635498047
1618324605.6252544,306064,2.385385036468506
1618324605.78644,306092,4.402943134307861
1618324610.2624667,306872,4.735165596008301
1618324612.6530502,307292,4.120367050170898
1618324617.0119133,308044,2.3357505798339844
1618324622.0644875,308912,3.3750505447387695
1618324622.5825684,309004,4.9885077476501465
1618324627.065872,309784,3.301304817199707
1618324630.1758883,310324,4.379007339477539
1618324630.8707893,310444,3.4124324321746826
1618324635.160977,311192,4.5222063064575195
1618324636.3768153,311404,5.049680709838867
1618324639.6201913,311972,3.9881157875061035
1618324644.1131568,312752,1.9897174835205078
1618324646.726408,313204,3.9387550354003906
1618324648.0981193,313444,2.815845012664795
1618324648.2576475,313472,5.964723110198975
1618324652.0731666,314132,2.765188694000244
1618324652.7616928,314252,3.7066307067871094
1618324655.167979,314672,4.431402206420898
1618324657.259046,315032,1.688394546508789
1618324658.6311758,315272,2.6697006225585938
1618324662.086324,315872,3.0616564750671387
1618324663.636061,316144,3.1060280799865723
1618324665.180466,316412,2.8106331825256348
1618324665.5270426,316472,4.804048538208008
1618324665.719614,316504,4.902317047119141
1618324668.9753418,317072,2.753694772720337
1618324669.5001757,317164,6.824723243713379
1618324671.044133,317432,3.9636404514312744
1618324677.4492261,318544,4.063856601715088
1618324680.2257235,319024,3.6675920486450195
1618324682.1218684,319352,3.424785614013672
1618324685.2118828,319892,3.296496629714966
1618324686.9487283,320192,4.383971214294434
1618324687.1289263,320224,4.566258907318115
1618324689.359162,320612,3.0577449798583984
1618324690.2279496,320764,6.7982587814331055
1618324690.3860016,320792,4.586660385131836
1618324694.3754323,321484,3.5556142330169678
1618324695.0672393,321604,3.4381370544433594
1618324697.6490276,322052,4.830622673034668
1618324702.8448002,322952,4.344111442565918
1618324704.398638,323224,3.910137176513672
1618324704.9039285,323312,4.158655166625977
1618324706.151072,323524,4.644342422485352
1618324707.925494,323824,2.840576171875
1618324708.4605272,323912,2.9053335189819336
1618324709.356013,324064,3.0477519035339355
1618324711.1049314,324364,3.3852062225341797
1618324715.3476548,325084,4.29792594909668
1618324716.909856,325352,6.336238861083984
1618324720.2176082,325924,3.1439223289489746
1618324723.1905282,326432,3.574319839477539
1618324731.760705,327904,4.244088649749756
1618324734.0230942,328292,4.209138870239258
1618324734.5604365,328384,3.5009446144104004
1618324740.0062954,329312,4.711874008178711
1618324740.1956642,329344,3.159712553024292
1618324743.1362085,329852,4.267840385437012
1618324744.8637812,330152,3.7409558296203613
1618324745.7292492,330304,3.6503026485443115
1618324747.622623,330632,2.7783737182617188
1618324748.6544566,330812,2.544149875640869
1618324749.8684826,331024,1.7636408805847168
1618324752.9664645,331564,3.3123021125793457
1618324753.8232896,331712,4.834812641143799
1618324754.6879473,331864,3.5294971466064453
1618324757.8048322,332404,4.058395862579346
1618324759.6826088,332732,6.010281562805176
1618324760.2121565,332824,4.029847145080566
1618324763.662474,333424,2.355335235595703
1618324765.0388658,333664,3.452644109725952
1618324766.761921,333964,2.949742317199707
1618324768.8851397,334324,4.513131141662598
1618324772.8546884,335012,3.43432879447937
1618324773.732198,335164,3.419492244720459
1618324784.3757024,336992,3.523397207260132
1618324784.559227,337024,2.739401340484619
1618324785.2514322,337144,4.483121871948242
1618324790.1669595,337984,3.317333221435547
1618324797.6632845,339272,4.206139087677002
1618324799.077716,339512,4.160533428192139
1618324800.4750414,339752,3.018937110900879
1618324800.6571834,339784,1.6911101341247559
1618324806.6391084,340804,2.9286327362060547
1618324808.5552223,341132,3.341552257537842
1618324810.6378455,341492,3.789379119873047
1618324811.1705673,341584,3.8300342559814453
1618324813.6115851,342004,3.3402199745178223
1618324824.0916884,343804,3.2445294857025146
1618324828.2625318,344524,2.70894193649292
1618324833.5082138,345424,3.5925285816192627
1618324834.2205985,345544,2.9096221923828125
1618324836.64973,345964,4.382141590118408
1618324839.620001,346472,3.439615488052368
1618324840.6635551,346652,2.426438808441162
1618324847.9676867,347912,3.8990283012390137
1618324850.7717574,348392,3.8491439819335938
1618324852.7021437,348724,4.002962589263916
1618324854.2679782,348992,3.3088932037353516
1618324855.7171874,349232,3.6148829460144043
1618324859.2281692,349832,4.6020660400390625
1618324859.5870066,349892,2.979788303375244
1618324860.122645,349984,3.275803565979004
1618324860.4657464,350044,2.700450897216797
1618324861.4935634,350224,2.5042295455932617
1618324863.5525348,350584,5.502755165100098
1618324864.9963508,350824,1.7331035137176514
1618324865.5053155,350912,3.9260449409484863
1618324866.37546,351064,4.219812393188477
1618324867.561833,351272,3.3872435092926025
1618324867.9098248,351332,4.512917518615723
1618324876.7161877,352864,3.846102714538574
1618324878.5866637,353192,2.541260242462158
1618324879.9760153,353432,3.203115701675415
1618324883.4200563,354032,4.915835857391357
1618324883.6002524,354064,3.9122390747070312
1618324883.9458692,354124,5.970767974853516
1618324886.3939068,354544,3.98010516166687
1618324887.0834262,354664,4.4401960372924805
1618324888.6284573,354932,2.1013431549072266
1618324888.8143299,354964,6.359317779541016
1618324889.6788833,355112,2.322382926940918
1618324890.394835,355232,3.3396048545837402
1618324890.5829246,355264,4.297043323516846
1618324893.1697102,355712,4.5170135498046875
1618324898.6247911,356644,4.979488849639893
1618324900.7473922,357004,4.036321640014648
1618324902.0112338,357212,3.461308240890503
1618324902.8840282,357364,4.603231430053711
1618324905.3129122,357784,3.0637474060058594
1618324906.8729923,358052,2.7380049228668213
1618324909.4697974,358504,2.996703863143921
1618324911.3811884,358832,5.661538600921631
1618324912.6041229,359044,4.181939601898193
1618324912.7637663,359072,4.141265869140625
1618324914.3326697,359344,4.049594879150391
1618324921.0788226,360484,2.9221510887145996
1618324922.4624248,360724,3.1682534217834473
1618324922.6212642,360752,3.3244688510894775
1618324923.3134487,360872,2.4116296768188477
1618324928.868803,361832,2.6993250846862793
1618324937.031765,363244,5.49074649810791
1618324937.7291746,363364,5.116808891296387
1618324940.8412857,363904,3.887024164199829
1618324941.707255,364052,3.4467973709106445
1618324944.8162339,364592,4.894763469696045
1618324945.3531575,364684,6.063622951507568
1618324949.646806,365312,5.1115827560424805
1618324951.6774507,365644,5.900979042053223
1618324954.6895418,366064,3.714482545852661
1618324956.6680398,366364,4.272898197174072
1618324958.0229192,366572,3.8468918800354004
1618324961.1428273,367084,5.00119686126709
1618324961.5714924,367144,2.5251548290252686
1618324962.1826606,367232,3.639570951461792
1618324966.5727327,367864,3.290541648864746
1618324966.9493022,367924,2.061361312866211
1618324967.8580546,368072,3.2040162086486816
1618324970.3337567,368404,3.7037549018859863
1618324972.6887856,368764,3.991504430770874
1618324976.612521,369272,4.343396186828613
1618324980.397587,369812,2.9055237770080566
1618324981.580356,369992,2.478633403778076
1618324982.6206372,370144,5.442142486572266
1618324983.5714161,370292,2.7520079612731934
1618324987.2703545,370832,3.527881622314453
1618324987.5392592,370864,3.3578295707702637
1618324994.1840148,371672,3.9589545726776123
1618324995.9595273,371912,3.992530345916748
1618324998.1916308,372212,4.143649101257324
1618325000.2485917,372544,3.588407278060913
1618325004.7675178,373172,2.6864449977874756
1618325008.8879316,373712,3.908074140548706
1618325015.5629025,374672,3.2738633155822754
1618325015.8553083,374704,3.302433490753174
1618325017.301763,374884,5.785752296447754
1618325027.16516,376444,3.76214861869812
1618325027.532635,376504,4.586068630218506
1618325029.3300226,376804,4.313486099243164
1618325030.636757,377012,2.929649829864502
1618325036.027903,377824,3.6279571056365967
1618325040.3728294,378452,4.864226341247559
1618325042.198635,378752,4.022444248199463
1618325045.2453616,379232,2.917470693588257
1618325045.604143,379292,3.6263160705566406
1618325046.8446825,379504,4.045389175415039
1618325052.5263531,380464,2.1644644737243652
1618325053.6215076,380612,5.124759674072266
