Wall time,Step,Value
1618322896.4466386,172,0.46000000834465027
1618322898.8564842,672,-0.5
1618322900.0652852,920,-1.2400000095367432
1618322900.1600242,940,-0.7350000143051147
1618322900.9159265,1096,0.4650000035762787
1618322905.316829,1900,0.9950000047683716
1618322906.6606176,2148,-1.4600000381469727
1618322907.5024767,2320,-1.2300000190734863
1618322907.6367738,2348,-0.9850000143051147
1618322908.66257,2540,-1.2350000143051147
1618322908.9212637,2592,-1.315000057220459
1618322910.3019483,2860,-1.9800000190734863
1618322912.2389374,3236,-0.8500000238418579
1618322916.1403937,4060,-0.7749999761581421
1618322922.2681565,5336,0.5950000286102295
1618322922.3457987,5352,0.004999999888241291
1618322923.2684822,5544,-1.8450000286102295
1618322923.4024625,5572,-1.4450000524520874
1618322924.2466557,5748,0.05999999865889549
1618322929.1237133,6768,0.8999999761581421
1618322929.9504163,6940,-0.6700000166893005
1618322930.0080178,6952,-0.9750000238418579
1618322932.7190604,7512,-0.0949999988079071
1618322933.5561774,7672,-1.024999976158142
1618322936.0339322,8148,-0.949999988079071
1618322939.4564657,8800,-0.49000000953674316
1618322941.6844182,9232,-0.5550000071525574
1618322943.3926551,9560,-1.1299999952316284
1618322945.35679,9944,-0.4350000023841858
1618322945.376824,9948,-0.42500001192092896
1618322945.6278415,9996,-0.33500000834465027
1618322949.6424818,10744,-0.05999999865889549
1618322958.2831414,12156,0.8199999928474426
1618322962.4699028,12924,0.009999999776482582
1618322962.8364563,12988,-1.2000000476837158
1618322964.1389318,13224,-0.9900000095367432
1618322970.6536427,14476,0.14499999582767487
1618322970.6954594,14484,-0.5950000286102295
1618322971.7218714,14684,0.1550000011920929
1618322973.2130418,14968,0.3499999940395355
1618322974.7539904,15260,-0.33000001311302185
1618322974.8950927,15288,0.08500000089406967
1618322977.675529,15828,0.7099999785423279
1618322985.186422,17272,0.4050000011920929
1618322986.896543,17604,-1.0950000286102295
1618322988.799992,17972,0.03500000014901161
1618322989.1543133,18040,0.46000000834465027
1618322992.6453307,18708,-0.25
1618322994.991775,19156,-2.109999895095825
1618322998.7488606,19888,-1.4850000143051147
1618323002.594051,20540,0.39500001072883606
1618323006.953353,21384,-0.625
1618323007.2376425,21440,0.675000011920929
1618323014.7705522,22896,-2.744999885559082
1618323017.6842577,23460,-0.7099999785423279
1618323018.5708988,23632,-0.32499998807907104
1618323020.3128555,23964,0.28999999165534973
1618323024.6531599,24804,0.42500001192092896
1618323025.0524404,24880,1.0299999713897705
1618323026.5007143,25160,-1.3300000429153442
1618323032.3965983,26300,0.5950000286102295
1618323034.9932106,26800,-1.690000057220459
1618323035.245291,26848,-2.5850000381469727
1618323038.1872032,27420,0.6299999952316284
1618323040.5586631,27868,0.029999999329447746
1618323044.4856598,28624,0.08500000089406967
1618323049.1709154,29532,0.23000000417232513
1618323050.81041,29844,-0.06499999761581421
1618323050.8707013,29856,-0.5699999928474426
1618323051.8473303,30048,-1.0800000429153442
1618323057.7106326,31196,-0.9549999833106995
1618323058.4183753,31336,0.3700000047683716
1618323061.6755214,31968,-0.25
1618323063.2068338,32268,0.1899999976158142
1618323065.5501587,32724,-0.800000011920929
1618323066.3907928,32888,-2.140000104904175
1618323069.2828357,33456,-1.6200000047683716
1618323072.0589328,33996,-0.925000011920929
1618323072.265876,34036,-1.3049999475479126
1618323074.1524296,34408,-1.5199999809265137
1618323079.8325653,35516,-0.28999999165534973
1618323081.0617967,35744,-0.26499998569488525
1618323082.252548,35976,1.1749999523162842
1618323087.760883,37044,-0.2150000035762787
